Qu1,Qu2,ID1,ID2,Distance,Type
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3424,3442,0.6497529257179724,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should Switzerland strive for a free trade agreement with the USA?,3388,3469,0.6497814544661268,Real-Symmetric
Should the export of war materials from Switzerland be banned? ,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3462,3465,0.6498929889329542,Real-Symmetric
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?","Should the federal government spend more or less in the area of ""Public security""?",3449,3474,0.6499242628429452,Real-Symmetric
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3449,3471,0.6499484738688038,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",3415,3424,0.6499530591887884,Real-Symmetric
Should sans-papiers be able to obtain a regularized residence status more easily?,"Should the federal government spend more or less in the area of ""National defence""?",3429,3473,0.649999094008768,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3420,3466,0.6502535105562466,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should campaign finance for political parties and referendums be openly declared?,3426,3458,0.6502557104814012,Real-Symmetric
An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,"Should the federal government spend more or less in the area of ""Education and research""?",3448,3475,0.6504232495805871,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3387,3442,0.6505431033726383,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Should high traffic motorways be expanded to six lanes?,3389,3451,0.6508904446768901,Real-Symmetric
An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",3448,3477,0.6509217622331473,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Should Switzerland strive for a free trade agreement with the USA?,3433,3469,0.6510176285438557,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,3433,3437,0.651197877580994,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3433,3465,0.6512335736039075,Real-Symmetric
