Qu1,Qu2,Similarity,Type
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.16490544378757477,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Should the federal government spend more or less in the area of ""Public transport""?",0.1648876965045929,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should automatic facial recognition be banned in public spaces?,0.16486763954162598,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.16475103795528412,Real-Symmetric
Should busy sections of highways be widened?,Are you in favour of lowering the voting age to 16?,0.16471466422080994,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.16465719044208527,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""","Should the federal government spend more or less in the area of ""National defence""?",0.16449971497058868,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should direct payments only be granted to farmers with proof of ecological performance?,0.1643841564655304,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.16406644880771637,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.1639503836631775,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should busy sections of highways be widened?,0.16391398012638092,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.16383777558803558,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.16372495889663696,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","Should the federal government spend more or less in the area of ""Education and research""?",0.16336874663829803,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.16308929026126862,Real-Symmetric
