Qu1,Qu2,Distance,Type
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.631910835555466,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Public security""?",0.6319388492974647,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"Should the federal government spend more or less in the area of ""Public security""?",0.631998551210119,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.6320886121448562,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.6321256701432112,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6321954426664839,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should busy sections of highways be widened?,0.632206662123809,Real-Symmetric
"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Should the federal government spend more or less in the area of ""Public transport""?",0.6324201709896361,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""National defence""?",0.6324690840632745,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""Social services""?",0.6324995232380514,Real-Symmetric
Should busy sections of highways be widened?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.6325318455877761,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.6326630027224074,Real-Symmetric
